idx,label,name,n_solids,vol_cm3,cx_mm,cy_mm,cz_mm,dx_mm,dy_mm,dz_mm
530,Extruded (12)052,Part__Feature530,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
531,Extruded (12)053,Part__Feature531,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
533,Extruded (12)054,Part__Feature533,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
534,Extruded (12)055,Part__Feature534,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
536,Extruded (10)042,Part__Feature536,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
537,Extruded (10)043,Part__Feature537,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
539,Extruded (12)056,Part__Feature539,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
540,Extruded (12)057,Part__Feature540,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
545,Extruded (4)024,Part__Feature545,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
546,Extruded (4)025,Part__Feature546,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
547,Extruded (4)026,Part__Feature547,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
548,Extruded (4)027,Part__Feature548,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
549,Extruded (4)028,Part__Feature549,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
550,Extruded (4)029,Part__Feature550,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
551,Extruded (4)030,Part__Feature551,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
552,Extruded (4)031,Part__Feature552,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
553,Extruded (4)032,Part__Feature553,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
554,Extruded (4)033,Part__Feature554,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
555,Extruded (4)034,Part__Feature555,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
556,Extruded (4)035,Part__Feature556,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
557,Extruded (4)036,Part__Feature557,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
558,Extruded (4)037,Part__Feature558,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
559,Extruded (4)038,Part__Feature559,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
560,Extruded (4)039,Part__Feature560,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
561,Extruded (4)040,Part__Feature561,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
562,Extruded (4)041,Part__Feature562,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
563,Extruded (4)042,Part__Feature563,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
564,Extruded (4)043,Part__Feature564,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
565,Extruded (4)044,Part__Feature565,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
566,Extruded (4)045,Part__Feature566,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
567,Extruded (4)046,Part__Feature567,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
568,Extruded (4)047,Part__Feature568,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
570,SOLID (1)001,Part__Feature570,1,0.0,13.77,12.06,-11.44,0.27,1.45,0.87
571,SOLID (2)001,Part__Feature571,1,0.0,18.3,12.06,-11.44,0.26,1.45,0.87
572,SOLID (3)001,Part__Feature572,1,0.0,14.29,12.08,-11.43,0.25,1.45,0.87
573,SOLID (4)001,Part__Feature573,1,0.0,17.79,12.08,-11.43,0.25,1.45,0.87
574,SOLID (5)001,Part__Feature574,1,0.0,15.79,13.13,-9.22,0.25,2.03,6.58
575,SOLID (6)001,Part__Feature575,1,0.0,16.29,13.13,-9.22,0.25,2.03,6.58
576,SOLID (7)001,Part__Feature576,1,0.0,15.29,12.69,-9.06,0.25,1.57,6.58
577,SOLID (8)001,Part__Feature577,1,0.0,16.79,12.69,-9.06,0.25,1.57,6.58
578,SOLID (9)001,Part__Feature578,1,0.0,16.29,12.88,-8.3,0.25,0.24,5.71
579,SOLID (10)001,Part__Feature579,1,0.0,15.79,12.88,-8.3,0.25,0.24,5.71
580,SOLID (11)001,Part__Feature580,1,0.0,18.91,12.75,-8.89,0.85,1.59,7.13
581,SOLID (12)001,Part__Feature581,1,0.0,17.3,13.18,-8.98,0.35,2.03,6.78
582,SOLID (13)001,Part__Feature582,1,0.0,17.31,12.88,-8.15,0.35,0.24,5.91
583,SOLID (14)001,Part__Feature583,1,0.0,14.79,13.2,-8.93,0.35,2.03,6.78
584,SOLID (15)001,Part__Feature584,1,0.0,14.79,12.88,-8.18,0.35,0.24,5.91
585,SOLID (16)001,Part__Feature585,1,0.0,13.17,12.75,-8.9,0.85,1.59,7.13
586,SOLID (17)001,Part__Feature586,1,0.0,15.29,13.45,-7.55,0.25,0.24,4.21
587,SOLID (18)001,Part__Feature587,1,0.0,16.79,13.45,-7.55,0.25,0.24,4.21
589,SOLID (20)001,Part__Feature589,1,0.0,13.14,13.08,-9.5,1.12,2.03,7.13
591,Extruded (27),Part__Feature591,1,0.0,-0.0,-0.0,0.08,1.17,0.4,0.16
592,Extruded (27)001,Part__Feature592,1,0.0,-0.0,-0.0,0.08,1.17,0.4,0.16
593,Extruded (27)002,Part__Feature593,1,0.0,-0.0,-0.0,0.08,1.17,0.4,0.16
594,Extruded (27)003,Part__Feature594,1,0.0,-0.0,-0.0,0.08,1.17,0.4,0.16
595,Extruded (27)004,Part__Feature595,1,0.0,-0.0,-0.0,0.08,1.17,0.4,0.16
598,Extruded (27)005,Part__Feature598,1,0.0,-0.0,-0.0,0.08,1.17,0.4,0.16
599,Extruded (27)006,Part__Feature599,1,0.0,-0.0,-0.0,0.08,1.17,0.4,0.16
600,Extruded (27)007,Part__Feature600,1,0.0,-0.0,-0.0,0.08,1.17,0.4,0.16
601,Extruded (27)008,Part__Feature601,1,0.0,-0.0,-0.0,0.08,1.17,0.4,0.16
602,Extruded (27)009,Part__Feature602,1,0.0,-0.0,-0.0,0.08,1.17,0.4,0.16
603,Extruded (25)003,Part__Feature603,1,0.0,0.0,-0.0,0.08,1.17,0.58,0.16
605,Extruded (25)004,Part__Feature605,1,0.0,0.0,-0.0,0.08,1.17,0.58,0.16
606,Extruded (25)005,Part__Feature606,1,0.0,0.0,-0.0,0.08,1.17,0.58,0.16
607,Extruded (25)006,Part__Feature607,1,0.0,0.0,-0.0,0.08,1.17,0.58,0.16
609,Extruded (25)007,Part__Feature609,1,0.0,0.0,-0.0,0.08,1.17,0.58,0.16
610,Extruded (25)008,Part__Feature610,1,0.0,0.0,-0.0,0.08,1.17,0.58,0.16
615,Extruded (10)044,Part__Feature615,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
616,Extruded (10)045,Part__Feature616,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
618,_2_1_2_3_4_AF016,Part__Feature618,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
619,_7_1_2_AF016,Part__Feature619,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
620,5_1_2_3_416,Part__Feature620,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
621,2_1_211,Part__Feature621,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
623,3_1_2_A011,Part__Feature623,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
630,User_Library-LED_0603_R_Pad004,Part__Feature631,1,0.0,0.06,-0.0,-0.0,0.4,0.8,0.0
631,User_Library-LED_0603_R_Fillet,Part__Feature632,1,0.0,-0.0,-0.0,0.39,1.0,0.7,0.4
632,User_Library-LED_0603_R_Pocket001,Part__Feature633,1,0.0,0.57,0.0,0.1,0.4,0.8,0.2
633,User_Library-LED_0603_R_Pad,Part__Feature634,1,0.0,0.0,0.0,0.1,0.8,0.8,0.2
641,2_1_200 (1),Part__Feature642,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
643,3_1_2_A (1),Part__Feature644,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
644,2_1_200 (1)001,Part__Feature645,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
646,3_1_2_A (1)001,Part__Feature647,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
648,2_1_200 (1)002,Part__Feature649,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
650,3_1_2_A (1)002,Part__Feature651,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
655,Sphere,Part__Feature656,1,0.0,-0.0,-0.0,-0.0,0.8,0.8,0.8
657,Sphere001,Part__Feature658,1,0.0,-0.0,-0.0,-0.0,0.8,0.8,0.8
662,Sphere002,Part__Feature663,1,0.0,-0.0,-0.0,-0.0,0.8,0.8,0.8
664,Sphere003,Part__Feature665,1,0.0,-0.0,-0.0,-0.0,0.8,0.8,0.8
665,_2_1_2_3_4_AF0 (1),Part__Feature666,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
666,_7_1_2_AF0 (1),Part__Feature667,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
667,5_1_2_3_400 (1),Part__Feature668,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
668,2_1_200 (1)003,Part__Feature669,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
670,3_1_2_A (1)003,Part__Feature671,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
671,2_1_200 (1)004,Part__Feature672,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
673,3_1_2_A (1)004,Part__Feature674,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
674,2_1_200 (1)005,Part__Feature675,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
676,3_1_2_A (1)005,Part__Feature677,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
677,2_1_200 (1)006,Part__Feature678,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
679,3_1_2_A (1)006,Part__Feature680,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
680,2_1_200 (1)007,Part__Feature681,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
682,3_1_2_A (1)007,Part__Feature683,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
683,2_1_200 (1)008,Part__Feature684,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
685,3_1_2_A (1)008,Part__Feature686,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
686,2_1_200 (1)009,Part__Feature687,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
688,3_1_2_A (1)009,Part__Feature689,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
689,2_1_200 (1)010,Part__Feature690,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
691,3_1_2_A (1)010,Part__Feature692,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
692,2_1_200 (1)011,Part__Feature693,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
694,3_1_2_A (1)011,Part__Feature695,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
695,2_1_200 (1)012,Part__Feature696,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
697,3_1_2_A (1)012,Part__Feature698,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
698,2_1_200 (1)013,Part__Feature699,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
700,3_1_2_A (1)013,Part__Feature701,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
701,2_1_200 (1)014,Part__Feature702,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
703,3_1_2_A (1)014,Part__Feature704,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
704,2_1_200 (1)015,Part__Feature705,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
706,3_1_2_A (1)015,Part__Feature707,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
707,2_1_200 (1)016,Part__Feature708,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
709,3_1_2_A (1)016,Part__Feature710,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
710,2_1_200 (1)017,Part__Feature711,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
712,3_1_2_A (1)017,Part__Feature713,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
713,2_1_200 (1)018,Part__Feature714,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
715,3_1_2_A (1)018,Part__Feature716,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
716,2_1_200 (1)019,Part__Feature717,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
718,3_1_2_A (1)019,Part__Feature719,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
719,2_1_200 (1)020,Part__Feature720,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
721,3_1_2_A (1)020,Part__Feature722,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
722,2_1_200 (1)021,Part__Feature723,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
724,3_1_2_A (1)021,Part__Feature725,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
725,2_1_200 (1)022,Part__Feature726,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
727,3_1_2_A (1)022,Part__Feature728,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
728,2_1_200 (1)023,Part__Feature729,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
730,3_1_2_A (1)023,Part__Feature731,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
731,2_1_200 (1)024,Part__Feature732,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
733,3_1_2_A (1)024,Part__Feature734,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
734,2_1_200 (1)025,Part__Feature735,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
736,3_1_2_A (1)025,Part__Feature737,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
737,2_1_200 (1)026,Part__Feature738,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
739,3_1_2_A (1)026,Part__Feature740,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
740,2_1_200 (1)027,Part__Feature741,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
742,3_1_2_A (1)027,Part__Feature743,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
743,2_1_200 (1)028,Part__Feature744,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
745,3_1_2_A (1)028,Part__Feature746,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
746,500 (1),Part__Feature747,1,0.0,0.85,-0.0,0.25,0.3,1.22,0.52
748,4_A (1),Part__Feature749,1,0.0,-0.85,-0.0,0.25,0.3,1.22,0.52
749,2_1_200 (1)029,Part__Feature750,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
751,3_1_2_A (1)029,Part__Feature752,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
752,500 (1)001,Part__Feature753,1,0.0,0.85,-0.0,0.25,0.3,1.22,0.52
754,4_A (1)001,Part__Feature755,1,0.0,-0.85,-0.0,0.25,0.3,1.22,0.52
755,2_1_200 (1)030,Part__Feature756,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
757,3_1_2_A (1)030,Part__Feature758,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
758,2_1_200 (1)031,Part__Feature759,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
760,3_1_2_A (1)031,Part__Feature761,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
761,2_1_200 (1)032,Part__Feature762,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
763,3_1_2_A (1)032,Part__Feature764,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
764,2_1_200 (1)033,Part__Feature765,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
766,3_1_2_A (1)033,Part__Feature767,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
767,2_1_200 (1)034,Part__Feature768,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
769,3_1_2_A (1)034,Part__Feature770,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
773,2_1_200 (1)035,Part__Feature774,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
775,3_1_2_A (1)035,Part__Feature776,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
779,2_1_200 (1)036,Part__Feature780,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
781,3_1_2_A (1)036,Part__Feature782,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
782,2_1_200 (1)037,Part__Feature783,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
784,3_1_2_A (1)037,Part__Feature785,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
785,2_1_200 (1)038,Part__Feature786,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
787,3_1_2_A (1)038,Part__Feature788,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
788,2_1_200 (1)039,Part__Feature789,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
790,3_1_2_A (1)039,Part__Feature791,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
791,2_1_200 (1)040,Part__Feature792,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
793,3_1_2_A (1)040,Part__Feature794,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
794,2_1_200 (1)041,Part__Feature795,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
796,3_1_2_A (1)041,Part__Feature797,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
797,2_1_200 (1)042,Part__Feature798,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
799,3_1_2_A (1)042,Part__Feature800,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
800,2_1_200 (1)043,Part__Feature801,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
802,3_1_2_A (1)043,Part__Feature803,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
803,2_1_200 (1)044,Part__Feature804,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
805,3_1_2_A (1)044,Part__Feature806,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
806,2_1_200 (1)045,Part__Feature807,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
808,3_1_2_A (1)045,Part__Feature809,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
809,2_1_200 (1)046,Part__Feature810,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
811,3_1_2_A (1)046,Part__Feature812,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
812,2_1_200 (1)047,Part__Feature813,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
814,3_1_2_A (1)047,Part__Feature815,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
815,2_1_200 (1)048,Part__Feature816,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
817,3_1_2_A (1)048,Part__Feature818,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
818,2_1_200 (1)049,Part__Feature819,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
820,3_1_2_A (1)049,Part__Feature821,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
821,2_1_200 (1)050,Part__Feature822,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
823,3_1_2_A (1)050,Part__Feature824,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
825,SOLID (1) (1),Part__Feature826,1,0.0,13.77,12.06,-11.44,0.27,1.45,0.87
826,SOLID (2) (1),Part__Feature827,1,0.0,18.3,12.06,-11.44,0.26,1.45,0.87
827,SOLID (3) (1),Part__Feature828,1,0.0,14.29,12.08,-11.43,0.25,1.45,0.87
828,SOLID (4) (1),Part__Feature829,1,0.0,17.79,12.08,-11.43,0.25,1.45,0.87
829,SOLID (5) (1),Part__Feature830,1,0.0,15.79,13.13,-9.22,0.25,2.03,6.58
830,SOLID (6) (1),Part__Feature831,1,0.0,16.29,13.13,-9.22,0.25,2.03,6.58
831,SOLID (7) (1),Part__Feature832,1,0.0,15.29,12.69,-9.06,0.25,1.57,6.58
832,SOLID (8) (1),Part__Feature833,1,0.0,16.79,12.69,-9.06,0.25,1.57,6.58
833,SOLID (9) (1),Part__Feature834,1,0.0,16.29,12.88,-8.3,0.25,0.24,5.71
834,SOLID (10) (1),Part__Feature835,1,0.0,15.79,12.88,-8.3,0.25,0.24,5.71
835,SOLID (11) (1),Part__Feature836,1,0.0,18.91,12.75,-8.89,0.85,1.59,7.13
836,SOLID (12) (1),Part__Feature837,1,0.0,17.3,13.18,-8.98,0.35,2.03,6.78
837,SOLID (13) (1),Part__Feature838,1,0.0,17.31,12.88,-8.15,0.35,0.24,5.91
838,SOLID (14) (1),Part__Feature839,1,0.0,14.79,13.2,-8.93,0.35,2.03,6.78
839,SOLID (15) (1),Part__Feature840,1,0.0,14.79,12.88,-8.18,0.35,0.24,5.91
840,SOLID (16) (1),Part__Feature841,1,0.0,13.17,12.75,-8.9,0.85,1.59,7.13
841,SOLID (17) (1),Part__Feature842,1,0.0,15.29,13.45,-7.55,0.25,0.24,4.21
842,SOLID (18) (1),Part__Feature843,1,0.0,16.79,13.45,-7.55,0.25,0.24,4.21
844,SOLID (20) (1),Part__Feature845,1,0.0,13.14,13.08,-9.5,1.12,2.03,7.13
846,_2_1_2_3_4_AF0 (1)001,Part__Feature847,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
847,_7_1_2_AF0 (1)001,Part__Feature848,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
848,5_1_2_3_400 (1)001,Part__Feature849,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
849,_2_1_2_3_4_AF0 (1)002,Part__Feature850,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
850,_7_1_2_AF0 (1)002,Part__Feature851,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
851,5_1_2_3_400 (1)002,Part__Feature852,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
852,_2_1_2_3_4_AF0 (1)003,Part__Feature853,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
853,_7_1_2_AF0 (1)003,Part__Feature854,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
854,5_1_2_3_400 (1)003,Part__Feature855,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
874,_2_1_2_3_4_AF0 (1)004,Part__Feature875,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
875,_7_1_2_AF0 (1)004,Part__Feature876,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
876,5_1_2_3_400 (1)004,Part__Feature877,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
877,_2_1_2_3_4_AF0 (1)005,Part__Feature878,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
878,_7_1_2_AF0 (1)005,Part__Feature879,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
879,5_1_2_3_400 (1)005,Part__Feature880,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
880,_2_1_2_3_4_AF0 (1)006,Part__Feature881,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
881,_7_1_2_AF0 (1)006,Part__Feature882,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
882,5_1_2_3_400 (1)006,Part__Feature883,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
883,_2_1_2_3_4_AF0 (1)007,Part__Feature884,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
884,_7_1_2_AF0 (1)007,Part__Feature885,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
885,5_1_2_3_400 (1)007,Part__Feature886,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
886,_2_1_2_3_4_AF0 (1)008,Part__Feature887,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
887,_7_1_2_AF0 (1)008,Part__Feature888,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
888,5_1_2_3_400 (1)008,Part__Feature889,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
889,_2_1_2_3_4_AF0 (1)009,Part__Feature890,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
890,_7_1_2_AF0 (1)009,Part__Feature891,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
891,5_1_2_3_400 (1)009,Part__Feature892,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
892,_2_1_2_3_4_AF0 (1)010,Part__Feature893,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
893,_7_1_2_AF0 (1)010,Part__Feature894,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
894,5_1_2_3_400 (1)010,Part__Feature895,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
895,_2_1_2_3_4_AF0 (1)011,Part__Feature896,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
896,_7_1_2_AF0 (1)011,Part__Feature897,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
897,5_1_2_3_400 (1)011,Part__Feature898,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
898,_2_1_2_3_4_AF0 (1)012,Part__Feature899,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
899,_7_1_2_AF0 (1)012,Part__Feature900,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
900,5_1_2_3_400 (1)012,Part__Feature901,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
901,_2_1_2_3_4_AF0 (1)013,Part__Feature902,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
902,_7_1_2_AF0 (1)013,Part__Feature903,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
903,5_1_2_3_400 (1)013,Part__Feature904,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
904,_2_1_2_3_4_AF0 (1)014,Part__Feature905,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
905,_7_1_2_AF0 (1)014,Part__Feature906,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
906,5_1_2_3_400 (1)014,Part__Feature907,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
909,_2_1_2_3_4_AF0 (1)015,Part__Feature910,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
910,_7_1_2_AF0 (1)015,Part__Feature911,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
911,5_1_2_3_400 (1)015,Part__Feature912,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
912,_2_1_2_3_4_AF0 (1)016,Part__Feature913,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
913,_7_1_2_AF0 (1)016,Part__Feature914,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
914,5_1_2_3_400 (1)016,Part__Feature915,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
915,_2_1_2_3_4_AF0 (1)017,Part__Feature916,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
916,_7_1_2_AF0 (1)017,Part__Feature917,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
917,5_1_2_3_400 (1)017,Part__Feature918,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
918,_2_1_2_3_4_AF0 (1)018,Part__Feature919,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
919,_7_1_2_AF0 (1)018,Part__Feature920,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
