idx,label,name,n_solids,vol_cm3,cx_mm,cy_mm,cz_mm,dx_mm,dy_mm,dz_mm
1087,"2.54 mm DUPONT MALE PIN HEADER, IO, 2X20, RPi4ModelB032",Part__Feature1088,1,0.005,-8.73,3.45,-23.23,0.64,11.3,0.64
1088,"2.54 mm DUPONT MALE PIN HEADER, IO, 2X20, RPi4ModelB033",Part__Feature1089,1,0.005,-11.27,3.45,-23.23,0.64,11.3,0.64
1089,"2.54 mm DUPONT MALE PIN HEADER, IO, 2X20, RPi4ModelB034",Part__Feature1090,1,0.005,-3.65,3.45,-25.77,0.64,11.3,0.64
1090,"2.54 mm DUPONT MALE PIN HEADER, IO, 2X20, RPi4ModelB035",Part__Feature1091,1,0.005,-18.89,3.45,-25.77,0.64,11.3,0.64
1091,"2.54 mm DUPONT MALE PIN HEADER, IO, 2X20, RPi4ModelB036",Part__Feature1092,1,0.005,-34.13,3.45,-23.23,0.64,11.3,0.64
1092,"2.54 mm DUPONT MALE PIN HEADER, IO, 2X20, RPi4ModelB037",Part__Feature1093,1,0.005,-29.05,3.45,-23.23,0.64,11.3,0.64
1093,"2.54 mm DUPONT MALE PIN HEADER, IO, 2X20, RPi4ModelB038",Part__Feature1094,1,0.005,11.59,3.45,-25.77,0.64,11.3,0.64
1094,"2.54 mm DUPONT MALE PIN HEADER, IO, 2X20, RPi4ModelB039",Part__Feature1095,1,0.005,-26.51,3.45,-25.77,0.64,11.3,0.64
1095,"2.54 mm DUPONT MALE PIN HEADER, IO, 2X20, RPi4ModelB040",Part__Feature1096,1,0.005,1.43,3.45,-25.77,0.64,11.3,0.64
184,Extruded (2),Part__Feature184,1,0.004,-0.0,0.0,0.57,2.89,1.19,1.14
355,Extruded (14),Part__Feature355,1,0.004,0.0,-0.0,0.59,1.5,2.0,1.18
364,_1_1_2_3_40001,Part__Feature364,1,0.004,-0.0,-0.0,0.6,2.2,1.6,1.2
770,_1_1_2_3_40001 (1),Part__Feature771,1,0.004,-0.0,-0.0,0.6,2.2,1.6,1.2
776,_1_1_2_3_40001 (1)001,Part__Feature777,1,0.004,-0.0,-0.0,0.6,2.2,1.6,1.2
1001,User_Library-3225-1,Part__Feature1002,1,0.004,22.2,42.14,-1.9,2.63,3.33,0.6
1304,SOT-23-5.xtd.step.IGS.STEP,Part__Feature1305,1,0.004,-4.9,5.89,-0.57,3.0,2.5,1.1
1305,SOT-23-5.xtd.step.IGS.STEP001,Part__Feature1306,1,0.004,-4.09,-11.1,2.17,2.5,3.0,1.1
1306,SOT-23-5.xtd.step.IGS.STEP002,Part__Feature1307,1,0.004,-5.0,-3.81,-0.57,3.0,2.5,1.1
94,Cylinder (1),Part__Feature094,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
95,Cylinder (1)001,Part__Feature095,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
96,Cylinder (1)002,Part__Feature096,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
97,Cylinder (1)003,Part__Feature097,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
151,User_Library-DS1066-04-4MSV6,Part__Feature151,1,0.003,44.4,27.66,-3.29,3.9,0.8,3.55
152,User_Library-DS1066-04-4MSV001,Part__Feature152,1,0.003,44.4,38.34,-3.29,3.9,0.8,3.55
154,User_Library-DS1066-04-2MSV6,Part__Feature154,1,0.003,11.88,17.4,-2.19,0.8,3.9,3.55
156,User_Library-DS1066-04-2MSV002,Part__Feature156,1,0.003,5.2,17.4,-2.19,0.8,3.9,3.55
157,User_Library-DS1066-04-2MSV004,Part__Feature157,1,0.003,22.94,17.4,-2.19,0.8,3.9,3.55
159,User_Library-DS1066-04-2MSV006,Part__Feature159,1,0.003,16.26,17.4,-2.19,0.8,3.9,3.55
247,User_Library-DS1066-04-6MSV6,Part__Feature247,1,0.003,8.15,42.42,1.69,3.9,0.8,3.55
248,User_Library-DS1066-04-6MSV001,Part__Feature248,1,0.003,8.15,57.09,1.69,3.9,0.8,3.55
250,User_Library-DS1066-04-6MSV004,Part__Feature250,1,0.003,8.15,22.91,1.69,3.9,0.8,3.55
251,User_Library-DS1066-04-6MSV005,Part__Feature251,1,0.003,8.15,37.59,1.69,3.9,0.8,3.55
286,User_Library-DS1066-04-4MSV004,Part__Feature286,1,0.003,44.4,42.41,-3.29,3.9,0.8,3.55
287,User_Library-DS1066-04-4MSV005,Part__Feature287,1,0.003,44.4,53.09,-3.29,3.9,0.8,3.55
434,User_Library-DS1066-04-6MSV008,Part__Feature434,1,0.003,15.25,37.59,1.69,3.9,0.8,3.55
435,User_Library-DS1066-04-6MSV009,Part__Feature435,1,0.003,15.25,22.91,1.69,3.9,0.8,3.55
437,User_Library-DS1066-04-6MSV012,Part__Feature437,1,0.003,15.25,57.09,1.69,3.9,0.8,3.55
438,User_Library-DS1066-04-6MSV013,Part__Feature438,1,0.003,15.25,42.42,1.69,3.9,0.8,3.55
596,Extruded (28) (1),Part__Feature596,1,0.003,-0.0,0.0,0.33,1.42,2.98,0.65
597,Extruded (28) (1)001,Part__Feature597,1,0.003,-0.0,0.0,0.33,1.42,2.98,0.65
611,User_Library-DS1066-04-4MSV008,Part__Feature611,1,0.003,42.32,27.16,1.69,3.9,0.8,3.55
612,User_Library-DS1066-04-4MSV009,Part__Feature612,1,0.003,42.32,37.84,1.69,3.9,0.8,3.55
624,User_Library-DS1066-04-2MSV008,Part__Feature624,1,0.003,16.16,10.35,-2.19,0.8,3.9,3.55
626,User_Library-DS1066-04-2MSV010,Part__Feature626,1,0.003,22.84,10.35,-2.19,0.8,3.9,3.55
627,User_Library-DS1066-04-2MSV012,Part__Feature627,1,0.003,5.1,10.35,-2.19,0.8,3.9,3.55
629,User_Library-DS1066-04-2MSV014,Part__Feature629,1,0.003,11.78,10.35,-2.19,0.8,3.9,3.55
865,Cylinder (5),Part__Feature866,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
866,Cylinder (5)001,Part__Feature867,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
867,Cylinder (5)002,Part__Feature868,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
868,Cylinder (5)003,Part__Feature869,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
1015,Cylinder (8),Part__Feature1016,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
1016,Cylinder (8)001,Part__Feature1017,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
1017,Cylinder (8)002,Part__Feature1018,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
1018,Cylinder (8)003,Part__Feature1019,1,0.003,0.0,-0.0,2.5,0.8,0.8,5.0
1026,Extruded (15) (1),Part__Feature1027,1,0.003,0.0,0.0,0.89,0.76,2.44,1.78
1027,Extruded (16) (1),Part__Feature1028,1,0.003,0.0,-0.0,0.89,2.44,0.76,1.78
132,Extruded,Part__Feature132,1,0.002,0.0,0.0,0.21,1.38,3.05,0.42
135,SOD323,Part__Feature135,1,0.002,12.0,55.24,-2.16,1.25,2.7,1.12
136,SOD324,Part__Feature136,1,0.002,17.45,46.41,-2.16,1.25,2.7,1.12
367,Extruded (16),Part__Feature367,1,0.002,0.0,-0.0,0.21,3.27,1.4,0.42
373,Extruded (18),Part__Feature373,1,0.002,-0.0,0.0,0.21,1.4,3.27,0.42
412,Extruded001,Part__Feature412,1,0.002,0.0,0.0,0.21,1.38,3.05,0.42
446,Extruded002,Part__Feature446,1,0.002,0.0,0.0,0.21,1.38,3.05,0.42
452,Extruded003,Part__Feature452,1,0.002,0.0,0.0,0.21,1.38,3.05,0.42
459,Extruded (24),Part__Feature459,1,0.002,0.0,0.0,0.25,2.9,1.3,0.5
463,Extruded (24)001,Part__Feature463,1,0.002,0.0,0.0,0.25,2.9,1.3,0.5
467,Extruded (26),Part__Feature467,1,0.002,-0.0,0.0,0.25,1.3,2.9,0.5
604,Extruded (29) (1),Part__Feature604,1,0.002,0.0,0.0,0.25,1.3,2.9,0.5
608,Extruded (29) (1)001,Part__Feature608,1,0.002,0.0,0.0,0.25,1.3,2.9,0.5
1096,"Camera Connector, RPi4ModelB",Part__Feature1097,1,0.002,3.88,2.17,21.5,4.82,4.69,0.25
1097,"Camera Connector, RPi4ModelB001",Part__Feature1098,1,0.002,3.88,2.17,20.5,4.82,4.69,0.25
1098,"Camera Connector, RPi4ModelB002",Part__Feature1099,1,0.002,3.88,2.17,19.5,4.82,4.69,0.25
1099,"Camera Connector, RPi4ModelB003",Part__Feature1100,1,0.002,3.88,2.17,18.5,4.82,4.69,0.25
1100,"Camera Connector, RPi4ModelB004",Part__Feature1101,1,0.002,3.88,2.17,17.5,4.82,4.69,0.25
1101,"Camera Connector, RPi4ModelB005",Part__Feature1102,1,0.002,3.88,2.17,16.5,4.82,4.69,0.25
1102,"Camera Connector, RPi4ModelB006",Part__Feature1103,1,0.002,3.88,2.17,15.5,4.82,4.69,0.25
1103,"Camera Connector, RPi4ModelB007",Part__Feature1104,1,0.002,3.88,2.17,14.5,4.82,4.69,0.25
1104,"Camera Connector, RPi4ModelB008",Part__Feature1105,1,0.002,3.88,2.17,13.5,4.82,4.69,0.25
1105,"Camera Connector, RPi4ModelB009",Part__Feature1106,1,0.002,3.88,2.17,12.5,4.82,4.69,0.25
1106,"Camera Connector, RPi4ModelB010",Part__Feature1107,1,0.002,3.88,2.17,11.5,4.82,4.69,0.25
1107,"Camera Connector, RPi4ModelB011",Part__Feature1108,1,0.002,3.88,2.17,10.5,4.82,4.69,0.25
1108,"Camera Connector, RPi4ModelB012",Part__Feature1109,1,0.002,3.88,2.17,9.5,4.82,4.69,0.25
1109,"Camera Connector, RPi4ModelB013",Part__Feature1110,1,0.002,3.88,2.17,22.5,4.82,4.69,0.25
1110,"Camera Connector, RPi4ModelB014",Part__Feature1111,1,0.002,3.88,2.17,23.5,4.82,4.69,0.25
1118,"Display Connector, RPi4ModelB",Part__Feature1119,1,0.002,-38.38,2.17,-5.0,4.82,4.69,0.25
1119,"Display Connector, RPi4ModelB001",Part__Feature1120,1,0.002,-38.38,2.17,-4.0,4.82,4.69,0.25
1120,"Display Connector, RPi4ModelB002",Part__Feature1121,1,0.002,-38.38,2.17,-3.0,4.82,4.69,0.25
1121,"Display Connector, RPi4ModelB003",Part__Feature1122,1,0.002,-38.38,2.17,-2.0,4.82,4.69,0.25
1122,"Display Connector, RPi4ModelB004",Part__Feature1123,1,0.002,-38.38,2.17,-1.0,4.82,4.69,0.25
1123,"Display Connector, RPi4ModelB005",Part__Feature1124,1,0.002,-38.38,2.17,-0.0,4.82,4.69,0.25
1124,"Display Connector, RPi4ModelB006",Part__Feature1125,1,0.002,-38.38,2.17,1.0,4.82,4.69,0.25
1125,"Display Connector, RPi4ModelB007",Part__Feature1126,1,0.002,-38.38,2.17,2.0,4.82,4.69,0.25
1126,"Display Connector, RPi4ModelB008",Part__Feature1127,1,0.002,-38.38,2.17,3.0,4.82,4.69,0.25
1127,"Display Connector, RPi4ModelB009",Part__Feature1128,1,0.002,-38.38,2.17,4.0,4.82,4.69,0.25
1128,"Display Connector, RPi4ModelB010",Part__Feature1129,1,0.002,-38.38,2.17,5.0,4.82,4.69,0.25
1129,"Display Connector, RPi4ModelB011",Part__Feature1130,1,0.002,-38.38,2.17,6.0,4.82,4.69,0.25
1130,"Display Connector, RPi4ModelB012",Part__Feature1131,1,0.002,-38.38,2.17,7.0,4.82,4.69,0.25
1131,"Display Connector, RPi4ModelB013",Part__Feature1132,1,0.002,-38.38,2.17,-6.0,4.82,4.69,0.25
1132,"Display Connector, RPi4ModelB014",Part__Feature1133,1,0.002,-38.38,2.17,-7.0,4.82,4.69,0.25
98,Cylinder (2),Part__Feature098,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
99,Cylinder (2)001,Part__Feature099,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
100,Cylinder (2)002,Part__Feature100,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
101,Cylinder (2)003,Part__Feature101,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
102,Cylinder (3),Part__Feature102,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
103,Cylinder (3)001,Part__Feature103,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
104,Cylinder (3)002,Part__Feature104,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
105,Cylinder (3)003,Part__Feature105,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
179,SOLID (19),Part__Feature179,1,0.001,18.93,13.08,-9.52,1.12,2.03,7.13
256,_1_1_20001,Part__Feature256,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
259,_1_1_20002,Part__Feature259,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
262,_1_1_20003,Part__Feature262,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
266,_1_1_20004,Part__Feature266,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
269,_1_1_20005,Part__Feature269,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
273,_1_1_20006,Part__Feature273,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
276,_1_1_20007,Part__Feature276,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
279,_1_1_20008,Part__Feature279,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
284,_1_1_20009,Part__Feature284,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
319,Extruded (9),Part__Feature319,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
322,Extruded (9)001,Part__Feature322,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
326,Extruded (11),Part__Feature326,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
330,Extruded (9)002,Part__Feature330,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
333,Extruded (11)001,Part__Feature333,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
336,Extruded (11)002,Part__Feature336,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
339,Extruded (9)003,Part__Feature339,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
344,Extruded (11)003,Part__Feature344,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
347,Extruded (11)004,Part__Feature347,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
350,Extruded (11)005,Part__Feature350,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
353,Extruded (11)006,Part__Feature353,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
360,Extruded (11)007,Part__Feature360,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
363,Extruded (9)004,Part__Feature363,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
365,2_1_2_300,Part__Feature365,1,0.001,-1.35,-0.0,0.6,0.5,1.62,1.22
366,3_1_2_3_A,Part__Feature366,1,0.001,1.35,0.0,0.6,0.5,1.62,1.22
372,Extruded (11)008,Part__Feature372,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
377,_1_1_20010,Part__Feature377,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
380,_1_1_2_30001,Part__Feature380,1,0.001,0.0,-0.0,0.25,1.4,1.2,0.5
383,_1_1_2_30002,Part__Feature383,1,0.001,0.0,-0.0,0.25,1.4,1.2,0.5
386,_1_1_2_30003,Part__Feature386,1,0.001,0.0,-0.0,0.25,1.4,1.2,0.5
389,_1_1_2_30004,Part__Feature389,1,0.001,0.0,-0.0,0.25,1.4,1.2,0.5
392,_1_1_20011,Part__Feature392,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
396,Extruded (9)005,Part__Feature396,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
399,Extruded (11)009,Part__Feature399,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
402,Extruded (9)006,Part__Feature402,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
405,Extruded (11)010,Part__Feature405,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
408,Extruded (11)011,Part__Feature408,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
411,Extruded (11)012,Part__Feature411,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
417,Extruded (9)007,Part__Feature417,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
420,Extruded (11)013,Part__Feature420,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
423,Extruded (9)008,Part__Feature423,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
426,Extruded (9)009,Part__Feature426,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
432,Extruded (11)014,Part__Feature432,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
451,Extruded (11)015,Part__Feature451,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
457,Extruded (9)010,Part__Feature457,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
472,Extruded (11)016,Part__Feature472,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
475,Extruded (11)017,Part__Feature475,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
478,Extruded (9)011,Part__Feature478,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
481,Extruded (11)018,Part__Feature481,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
484,Extruded (9)012,Part__Feature484,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
487,Extruded (9)013,Part__Feature487,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
490,Extruded (9)014,Part__Feature490,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
493,Extruded (11)019,Part__Feature493,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
496,Extruded (9)015,Part__Feature496,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
499,Extruded (11)020,Part__Feature499,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
502,Extruded (9)016,Part__Feature502,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
505,Extruded (11)021,Part__Feature505,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
508,Extruded (11)022,Part__Feature508,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
511,Extruded (11)023,Part__Feature511,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
514,Extruded (11)024,Part__Feature514,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
517,Extruded (9)017,Part__Feature517,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
520,Extruded (9)018,Part__Feature520,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
523,Extruded (9)019,Part__Feature523,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
526,Extruded (9)020,Part__Feature526,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
529,Extruded (11)025,Part__Feature529,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
532,Extruded (11)026,Part__Feature532,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
535,Extruded (11)027,Part__Feature535,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
538,Extruded (9)021,Part__Feature538,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
541,Extruded (11)028,Part__Feature541,1,0.001,0.0,0.0,0.21,1.5,0.8,0.42
588,SOLID (19)001,Part__Feature588,1,0.001,18.93,13.08,-9.52,1.12,2.03,7.13
617,Extruded (9)022,Part__Feature617,1,0.001,0.0,0.0,0.21,0.8,1.5,0.42
622,_1_1_20012,Part__Feature622,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
642,_1_1_20001 (1),Part__Feature643,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
645,_1_1_20001 (1)001,Part__Feature646,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
649,_1_1_20001 (1)002,Part__Feature650,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
654,Cylinder (1) (1),Part__Feature655,1,0.001,-0.0,-0.0,1.3,0.8,0.8,2.6
656,Cylinder (1) (1)001,Part__Feature657,1,0.001,-0.0,-0.0,1.3,0.8,0.8,2.6
661,Cylinder (1) (1)002,Part__Feature662,1,0.001,-0.0,-0.0,1.3,0.8,0.8,2.6
663,Cylinder (1) (1)003,Part__Feature664,1,0.001,-0.0,-0.0,1.3,0.8,0.8,2.6
669,_1_1_20001 (1)003,Part__Feature670,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
672,_1_1_20001 (1)004,Part__Feature673,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
675,_1_1_20001 (1)005,Part__Feature676,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
678,_1_1_20001 (1)006,Part__Feature679,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
681,_1_1_20001 (1)007,Part__Feature682,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
684,_1_1_20001 (1)008,Part__Feature685,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
687,_1_1_20001 (1)009,Part__Feature688,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
690,_1_1_20001 (1)010,Part__Feature691,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
693,_1_1_20001 (1)011,Part__Feature694,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
696,_1_1_20001 (1)012,Part__Feature697,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
699,_1_1_20001 (1)013,Part__Feature700,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
702,_1_1_20001 (1)014,Part__Feature703,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
705,_1_1_20001 (1)015,Part__Feature706,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
708,_1_1_20001 (1)016,Part__Feature709,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
711,_1_1_20001 (1)017,Part__Feature712,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
714,_1_1_20001 (1)018,Part__Feature715,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
717,_1_1_20001 (1)019,Part__Feature718,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
720,_1_1_20001 (1)020,Part__Feature721,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
723,_1_1_20001 (1)021,Part__Feature724,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
726,_1_1_20001 (1)022,Part__Feature727,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
729,_1_1_20001 (1)023,Part__Feature730,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
732,_1_1_20001 (1)024,Part__Feature733,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
735,_1_1_20001 (1)025,Part__Feature736,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
738,_1_1_20001 (1)026,Part__Feature739,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
741,_1_1_20001 (1)027,Part__Feature742,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
744,_1_1_20001 (1)028,Part__Feature745,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
747,_1_1_2_30001 (1),Part__Feature748,1,0.001,0.0,-0.0,0.25,1.4,1.2,0.5
750,_1_1_20001 (1)029,Part__Feature751,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
753,_1_1_2_30001 (1)001,Part__Feature754,1,0.001,0.0,-0.0,0.25,1.4,1.2,0.5
756,_1_1_20001 (1)030,Part__Feature757,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
759,_1_1_20001 (1)031,Part__Feature760,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
762,_1_1_20001 (1)032,Part__Feature763,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
765,_1_1_20001 (1)033,Part__Feature766,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
768,_1_1_20001 (1)034,Part__Feature769,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
771,2_1_2_300 (1),Part__Feature772,1,0.001,-1.35,-0.0,0.6,0.5,1.62,1.22
772,3_1_2_3_A (1),Part__Feature773,1,0.001,1.35,0.0,0.6,0.5,1.62,1.22
774,_1_1_20001 (1)035,Part__Feature775,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
777,2_1_2_300 (1)001,Part__Feature778,1,0.001,-1.35,-0.0,0.6,0.5,1.62,1.22
778,3_1_2_3_A (1)001,Part__Feature779,1,0.001,1.35,0.0,0.6,0.5,1.62,1.22
780,_1_1_20001 (1)036,Part__Feature781,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
783,_1_1_20001 (1)037,Part__Feature784,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
786,_1_1_20001 (1)038,Part__Feature787,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
789,_1_1_20001 (1)039,Part__Feature790,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
792,_1_1_20001 (1)040,Part__Feature793,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
795,_1_1_20001 (1)041,Part__Feature796,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
798,_1_1_20001 (1)042,Part__Feature799,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
801,_1_1_20001 (1)043,Part__Feature802,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
804,_1_1_20001 (1)044,Part__Feature805,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
807,_1_1_20001 (1)045,Part__Feature808,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
810,_1_1_20001 (1)046,Part__Feature811,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
813,_1_1_20001 (1)047,Part__Feature814,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
816,_1_1_20001 (1)048,Part__Feature817,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
819,_1_1_20001 (1)049,Part__Feature820,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
822,_1_1_20001 (1)050,Part__Feature823,1,0.001,0.0,-0.0,0.4,1.0,0.8,0.8
843,SOLID (19) (1),Part__Feature844,1,0.001,18.93,13.08,-9.52,1.12,2.03,7.13
857,Cylinder (3) (1),Part__Feature858,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
858,Cylinder (3) (1)001,Part__Feature859,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
859,Cylinder (3) (1)002,Part__Feature860,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
860,Cylinder (3) (1)003,Part__Feature861,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
861,Cylinder (4),Part__Feature862,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
862,Cylinder (4)001,Part__Feature863,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
863,Cylinder (4)002,Part__Feature864,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
864,Cylinder (4)003,Part__Feature865,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
1007,Cylinder (6),Part__Feature1008,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
1008,Cylinder (6)001,Part__Feature1009,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
1009,Cylinder (6)002,Part__Feature1010,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
1010,Cylinder (6)003,Part__Feature1011,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
1011,Cylinder (7),Part__Feature1012,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
1012,Cylinder (7)001,Part__Feature1013,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
1013,Cylinder (7)002,Part__Feature1014,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
1014,Cylinder (7)003,Part__Feature1015,1,0.001,0.0,-0.0,1.25,0.8,0.8,2.5
